Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description,aaMin,aaMax,baMin,baMax,Usage,stability,oilQuantity,cohumulone,caryophyllene,humulene,myrcene,Aromas
Boadicea,boadicea,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b77c54acf6a6becf7679,false,false,Tue May 18 2021 12:47:56 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:52 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Commercialisé en 2004, Boadicea est un houblon de finition sélectionné par Horticulture Research International. Connue comme la première variété résistante aux pucerons dans le monde, elle présente également une excellente résistance au flétrissement et au mildiou. En tant que variété naine/hedgerow, elle pousse à une hauteur plus courte que les variétés traditionnelles et donne le même rendement, ce qui en fait une perspective plus facile à récolter. On dit de la Boadicea qu'elle a l'arôme délicat des fleurs de verger, elle est aussi légèrement florale et sa présence de farnésène semble lui donner un certain caractère épicé. Sa teneur en alpha n'est pas extraordinairement élevée, mais suffisamment pour produire une amertume légère et arrondie lorsqu'elle est utilisée à ce titre.",8,11,3,4,Aromatique,,,,,,,
Bobek,bobek,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b77c7693e77fcd23d831,false,false,Tue May 18 2021 12:47:56 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:53 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"L'hybride diploïde Bobek présente un arôme floral agréable. Cultivé dans sa région d'origine, Zalec, en Slovénie, aux côtés de Blisk et Buket, Bobek est une tentative de créer à la fois un alpha élevé et un bon arôme dans un seul cultivar. Bobek n'est pas produit commercialement à l'heure actuelle. Ses parents sont Northern Brewer et un mâle slovène.",5,9,4.5,6.5,Double usage,Bonne : 65,,,,,,epice; resineux
Bohemie,bohemie,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3985c2483d2b5515abc2d,false,false,Tue May 18 2021 10:35:08 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:33 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,5,8,6,9,Aromatique,,,,,,,
Bouclier,bouclier,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3986bf34852d0729769e3,false,false,Tue May 18 2021 10:35:23 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:40 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Apparu en 2005, le Bouclier est un croisement entre le Strisselspalt cultivé en Alsace et un mâle sauvage de Wye, dans le Kent. On ne sait cependant pas si cette variété a été développée au Royaume-Uni ou de l'autre côté de la Manche, en France. L'arôme des cônes est herbacé et herbeux avec une pointe d'épice. Dans une infusion, le Bouclier extrait un caractère citronné et floral - idéal pour ajouter un baiser français aux styles anglais traditionnels.",7.9,8.5,2.4,3.3,Double usage,,1.1 - 1.6,42 - 47,,34,38,agrumes; herbeux; epice; fruite
Bramling,bramling,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b77e54acf63677cf76ea,false,false,Tue May 18 2021 12:47:58 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le Bramling Cross est une race plutôt rare et est surtout disponible au Royaume-Uni. Récoltée pour la première fois en 1927 au Wye College, elle est issue d'un croisement entre le Golding et un houblon sauvage manitobain (canadien). Il est considéré comme bien adapté aux recettes conditionnées en fût ainsi qu'aux bières de Noël et aux bières fruitées. La brasserie Brew Dog est peut-être la plus éloquente lorsqu'elle parle de la Bramling Cross comme étant ""élégante, raffinée, assurée, (ennuyeuse) et discrète"". Ils suggèrent que les gens n'utilisent souvent pas assez de Bramling Cross pour laisser briller ses véritables saveurs et ses excentricités. Lorsqu'il est utilisé en grande quantité, l'élément fruité de Bramling Cross prend vie. Cette utilisation présente des notes fruitées complexes de citron, de cassis et de poire, en particulier lorsqu'elle est utilisée comme un ajout tardif. Certains brasseurs ont également enregistré des notes de mûres et de prunes.",5.7,5.8,2.9,3.2,Aromatique,,0.7 - 1.0,33 - 35,14 - 18,,,
Bramling Cross,bramling-cross,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b77f6b3f8a6b4aaeed55,false,true,Tue May 18 2021 12:47:59 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:08:42 GMT+0000 (Coordinated Universal Time),,"Le Bramling Cross est une race plutôt rare et est surtout disponible au Royaume-Uni. Récoltée pour la première fois en 1927 au Wye College, elle est issue d'un croisement entre le Golding et un houblon sauvage manitobain (canadien). Il est considéré comme bien adapté aux recettes conditionnées en fût ainsi qu'aux bières de Noël et aux bières fruitées. La brasserie Brew Dog est peut-être la plus éloquente lorsqu'elle parle de la Bramling Cross comme étant ""élégante, raffinée, assurée, (ennuyeuse) et discrète"". Ils suggèrent que les gens n'utilisent souvent pas assez de Bramling Cross pour laisser briller ses véritables saveurs et ses excentricités. Lorsqu'il est utilisé en grande quantité, l'élément fruité de Bramling Cross prend vie. Cette utilisation présente des notes fruitées complexes de citron, de cassis et de poire, en particulier lorsqu'elle est utilisée comme un ajout tardif. Certains brasseurs ont également enregistré des notes de mûres et de prunes.",5,7,2.3,3.2,Double usage,,,,14 - 18,28 - 28,35 - 40,citron; mure; cassis; prune
Bravo,bravo,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b77ff570a1c746ef65e2,false,false,Tue May 18 2021 12:47:59 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:57 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La teneur élevée en alpha de la Bravo est largement attribuable à sa variété parente, la Zeus. Sa qualité d'amertume est considérée comme douce et, en outre, elle présente des arômes floraux légers et des saveurs subtiles d'orange et de fruits à noyau, ce qui la rend très souhaitable pour une utilisation dans de nombreux styles de bière différents. Développé dans le cadre du programme de sélection Hopsteiner, le houblon Bravo a été présenté au public en 2006 comme un houblon de fin de saison vigoureux et à haut rendement, avec un profil alpha élevé et des huiles équilibrées. Le houblon Bravo a également été adopté par les brasseries de la côte ouest des États-Unis, où les houblons similaires étaient peu disponibles.",15,18,3.5,5.5,Amérisant,Bonne : 70,2.3 - 3.5,28 - 35,10 - 12,18 - 18,25 - 50,epice; floral; fruite; terreux; vanille
Brewer's Gold (UK),brewers-gold-uk,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b780fb4eac28e06de076,false,false,Tue May 18 2021 12:48:00 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:58 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Brewer's Gold a été sélectionné par Ernest Stanley Salmon au Wye College en Angleterre en 1919 et résulte de la pollinisation ouverte d'un houblon sauvage provenant de Morden, au Manitoba. Malgré sa popularité initiale, l'arrivée des variétés de houblon super-alpha dans les années 1980 a rendu le Brewer's Gold largement superflu d'un point de vue commercial. Pour les brasseurs désireux d'expérimenter, le Brewer's Gold reste cependant un bon choix pour une amertume tardive avec des notes désirables d'épices et de cassis. Elle est également presque identique à la sélection sœur Bullion. Le principal titre de gloire du Brewer's Gold est sans doute sa relation directe avec la plupart des houblons super-alpha modernes. Il a été utilisé pour sélectionner des variétés notables comme Galena, ainsi que Nugget, Centennial et bien d'autres, et il est encore utilisé pour la sélection aujourd'hui.",6,9,3,3.1,Amérisant,Mauvaise,,,7 - 7.5,29 - 29,37 - 40,epice; fruite; cassis
Brewer's Gold (US),brewers-gold-us,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b78054acf6d9c2cf77e3,false,false,Tue May 18 2021 12:48:00 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:50 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Sœur de Bullion, la Brewer's Gold cultivée aux États-Unis est un cultivar de la variété anglaise originale, la Brewer's Gold. Bien qu'elle ait été développée en Angleterre, son origine est sans aucun doute nord-américaine, puisqu'elle a été initialement dérivée d'un houblon sauvage provenant de la vallée de Pembina au Canada, dans le Manitoba. La version américaine est naturellement similaire à l'original mais contient en moyenne plus d'acides alpha. L'USDA a utilisé la thermothérapie et d'autres techniques pour adapter la variété aux conditions locales et pour améliorer la résistance aux maladies. Elle a été cultivée principalement en Oregon et sur une superficie importante jusqu'à l'arrivée des variétés super-alpha dans les années 1980. La production commerciale de cette variété a été abandonnée en 1985, mais elle est encore disponible aujourd'hui, bien qu'essentiellement pour le marché de la bière artisanale.",8,11,4,6.5,Amérisant,Mauvaise,1.5 - 3.0,40 - 48,,,,epice; fruite; cassis
Buket,buket,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b781768093cf1d0b5da0,false,false,Tue May 18 2021 12:48:01 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:29:59 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Buket est un Fuggle de 2ème génération et un descendant de Northern Brewer. Il a été sélectionné pour la première fois dans la région de Zalec en Slovénie au milieu des années 1970, aux côtés de Bobek et Blisk. L'inspiration pour ces trois houblons est due aux tentatives des chercheurs de créer à la fois un alpha élevé et un bon arôme dans un seul cultivar. Depuis sa création, il n'a pas été beaucoup utilisé commercialement.",8.5,13.5,4.2,6.3,Double usage,Moyenne : 50,,,,,,
Bullion,bullion,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b7817693e75fc523dc0b,false,false,Tue May 18 2021 12:48:01 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:30:00 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Sélection sœur de la Brewer's Gold, la Bullion a été élevée pour la première fois en 1919 au Wye College, en Angleterre, et est issue d'une bouture de houblon sauvage provenant du Manitoba, au Canada. Elle a été officiellement commercialisée en 1938. La Bullion présente de nombreuses caractéristiques de brassage similaires à celles de sa sœur, avec des saveurs de fruits noirs et des éléments d'épices provenant de son utilisation en tant qu'ajout intermédiaire ou tardif. Son amertume est considérée par certains comme étant légèrement grossière. Bien qu'elle ait été autrefois populaire dans les cercles de brasseurs professionnels, sa capacité de production, comme celle de sa sœur, a été réduite au profit de variétés super-alpha dotées d'un plus grand potentiel d'amertume et d'une stabilité de stockage considérablement accrue. Elle se caractérise par des acides alpha élevés et un rendement incroyablement élevé, mais elle est sensible à de nombreux virus, sinon à la plupart.",6.5,9,5,6,Amérisant,Mauvaise,1.0 - 2.0,38 - 40,9 - 11,23 - 23,45 - 55,epice; baies-noires
Calais Golding,calais-golding,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b7829a4f61046d3810ec,false,true,Tue May 18 2021 12:48:02 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:11:38 GMT+0000 (Coordinated Universal Time),,"Le Styrian Golding ou Savinjski Golding, comme on l'appelle communément, est connu sous une multitude d'alias parfois déroutants. Le fait qu'elle ne provienne pas du tout d'une Golding est encore plus déroutant, car elle est plutôt le résultat de la sélection clonale de la Fuggle et, en tant que telle, elle présente de nombreuses caractéristiques semblables à la Fuggle. Elle était considérée comme une culture importante dans les années 1930, à la fois en Styrie, un État autrichien, et de l'autre côté de la rivière Savinja en Slovénie (ex-Yougoslavie). Sa longévité a été attribuée à sa résistance aux maladies, notamment au mildiou. C'est aujourd'hui un houblon de renommée mondiale et très demandé. Du point de vue du brasseur, le Styrian Golding est un houblon aromatique agréable et présente des saveurs résineuses et terreuses qui sont peut-être considérées comme légèrement plus raffinées que celles du Fuggle. Il a également été décrit comme conférant des arômes subtils de poivre blanc à un brassin.",4.5,7,,,Aromatique,,,,,,,floral; agrumes; epice; herbeux; pamplemousse; zeste-de-citron; orange-6; terreux
Calicross,calicross,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b7820882c4825347b5ad,false,false,Tue May 18 2021 12:48:02 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:51 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La Calicross de Nouvelle-Zélande est apparue dans les années 1960 et a largement disparu dans les années 1980. Né d'un besoin urgent de variétés résistantes aux maladies, Calicross a été créé à partir d'un croisement entre Fuggle et Late Cluster - cette dernière étant la culture décimée à la fin des années 1940 par le pourridié noir. Développée par le ministère néo-zélandais de la recherche scientifique et industrielle de l'époque, Calicross a changé le visage de l'industrie du houblon néo-zélandais à l'époque et son utilisation commerciale est restée forte pendant près de 20 ans. En 1980 cependant, son faible taux de croissance l'a fait remplacer par des variétés plus vigoureuses. Utile à la fois pour l'arôme et l'amertume, il présente à la fois des saveurs terreuses et fruitées et des arômes floraux proches de ceux du Cluster.",5.8,7.9,4,7.5,Double usage,Très bonne : 75,,,2.1 - 6.13,12.1 - 12.1,54 - 67.6,floral; fruite; terreux
Callista,callista,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3988bd5935fb3e5e2e50c,false,false,Tue May 18 2021 10:35:55 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:42 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time)," Faible taux de cohumulone, le profil organoleptique est beaucoup influencé par le type de bière brassée",2.5,4,5,10,Aromatique,,1.4 - 1.75,15 - 22,,,,peche; fruits-tropicaux; abricot; framboise; cassis
Calypso,calypso,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a39890d5935f4eb0e2e987,false,false,Tue May 18 2021 10:36:00 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:39 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Calypso est un houblon diploïde à double usage, élevé dans la vallée de Yakima, avec une lignée Hopsteiner des deux côtés. Malgré ses origines axées sur les arômes, il présente un pourcentage élevé d'acide alpha. En outre, la Calypso présente des arômes et des saveurs croquants et fruités, avec des éléments de pomme, de poire et de fruits à noyau, agrémentés de notes de citron vert. Elle est merveilleusement complexe avec une note terreuse presque discrète, semblable au thé.",12,14,5,6,Double usage,Bonne : 65,1.5 - 2.5,40 - 42,,,,citron; fruits-tropicaux; menthole; poire; pomme; terreux; fruit-a-noyau; the
Cascade,cascade,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b7820882c4d95a47b5c7,false,false,Tue May 18 2021 12:48:02 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:30:03 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La Cascade de Nouvelle-Zélande présente en grande partie les mêmes caractéristiques agréables et distinctives de la Cascade que sa jumelle américaine, mais elle est plus riche en acides alpha. Certains contestent toutefois cette comparaison, en faisant remarquer que si ses caractéristiques sont similaires, la Cascade cultivée en Nouvelle-Zélande est plus discrète en termes de saveur et d'arôme. La Cascade originale a été développée à partir de la variété anglaise Fuggle et de la variété russe Serebrianka.",4.5,7,4.8,7,Double usage,,0.8 - 2.5,33 - 40,3.5 - 5.5,8 - 8,45 - 60,floral; agrumes; epice; litchi; poivre; mure; citronnelle
